순서,전력,일시,습도(%),중하층운량(10분위),운형(운형약어)
2162,106,2020-04-16 13:00,25,0,Cc
2163,109,2020-04-16 14:00,31,0,Cc
2164,113,2020-04-16 15:00,27,0,Cc
2165,115,2020-04-16 16:00,25,0,Ci
2166,118,2020-04-16 17:00,36,0,Ci
2167,119,2020-04-16 18:00,41,0,Ci
2168,126,2020-04-16 19:00,51,4,Cc
2169,0,2020-04-16 20:00,55,5,Cc
2170,113,2020-04-16 21:00,49,0,Ci
2171,111,2020-04-16 22:00,51,9,Cc
2172,107,2020-04-16 23:00,48,8,Cc
2173,105,2020-04-17 0:00,45,10,As
2174,100,2020-04-17 1:00,50,10,Cc
2175,99,2020-04-17 2:00,56,3,Sc
2176,101,2020-04-17 3:00,47,3,Sc
2177,96.5,2020-04-17 4:00,49,5,Sc
2178,99.5,2020-04-17 5:00,51,4,Sc
2179,96,2020-04-17 6:00,70,5,Sc
2180,98,2020-04-17 7:00,71,5,Sc
2181,101.5,2020-04-17 8:00,78,7,St
2182,116.5,2020-04-17 9:00,87,8,Sc
2183,110,2020-04-17 10:00,81,7,Sc
2184,0,2020-04-17 11:00,66,7,Sc
2185,126.5,2020-04-17 12:00,83,8,St
2186,119,2020-04-17 13:00,85,8,Sc
2187,119,2020-04-17 14:00,81,8,Sc
2188,117,2020-04-17 15:00,83,8,Sc
2189,120,2020-04-17 16:00,86,7,Sc
2190,119,2020-04-17 17:00,85,8,Sc
2191,116,2020-04-17 18:00,87,8,Sc
2192,106,2020-04-17 19:00,90,0,Cc
2193,106,2020-04-17 20:00,92,7,Cc
2194,98,2020-04-17 21:00,93,10,St
2195,100,2020-04-17 22:00,93,6,Cc
2196,100,2020-04-17 23:00,94,6,Cc
2197,97,2020-04-18 0:00,94,10,St
2198,90,2020-04-18 1:00,94,7,Cc
2199,85,2020-04-18 2:00,93,8,Cc
2200,82,2020-04-18 3:00,94,10,St
2201,0,2020-04-18 4:00,95,2,Sc
2202,81,2020-04-18 5:00,94,0,Cc
2203,81,2020-04-18 6:00,91,0,Cc
2204,79,2020-04-18 7:00,82,0,Cc
2205,81,2020-04-18 8:00,74,0,Cc
2206,77,2020-04-18 9:00,64,0,Cc
2207,44,2020-04-18 10:00,58,0,Cc
2208,80,2020-04-18 11:00,51,0,Cc
2209,68,2020-04-18 12:00,48,2,Sc
2210,69,2020-04-18 13:00,53,2,Sc
2211,69,2020-04-18 14:00,53,2,Sc
2212,70,2020-04-18 15:00,59,1,Sc
2213,72,2020-04-18 16:00,53,0,Cc
2214,82,2020-04-18 17:00,65,0,Cc
2215,86,2020-04-18 18:00,70,0,Cc
2216,88,2020-04-18 19:00,72,0,Cc
2217,89,2020-04-18 20:00,75,0,Cc
2218,92,2020-04-18 21:00,84,0,Cc
2219,0,2020-04-18 22:00,89,0,Cc
2220,86,2020-04-18 23:00,93,0,Cc
2221,81,2020-04-19 0:00,94,0,Ci
2222,82,2020-04-19 1:00,92,5,Cc
2223,80,2020-04-19 2:00,92,5,Cc
2224,76,2020-04-19 3:00,88,0,Ci
2225,77,2020-04-19 4:00,86,0,Ci
2226,78,2020-04-19 5:00,88,0,Ci
2227,76,2020-04-19 6:00,87,0,Ci
2228,75,2020-04-19 7:00,80,0,Ci
2229,76,2020-04-19 8:00,64,0,Ci
2230,74,2020-04-19 9:00,61,0,Ci
2231,76,2020-04-19 10:00,55,0,Ci
2232,75,2020-04-19 11:00,54,10,As
2233,77,2020-04-19 12:00,52,4,Sc
2234,79,2020-04-19 13:00,46,4,Sc
2235,84,2020-04-19 14:00,47,4,Sc
2236,82,2020-04-19 15:00,66,7,St
2237,0,2020-04-19 16:00,80,8,St
2238,89.5,2020-04-19 17:00,90,8,St
2239,87.5,2020-04-19 18:00,93,8,St
2240,88,2020-04-19 19:00,94,8,St
2241,89.5,2020-04-19 20:00,94,8,St
2242,92,2020-04-19 21:00,93,7,Sc
2243,98.5,2020-04-19 22:00,92,8,Sc
2244,87,2020-04-19 23:00,89,6,Sc
2245,84.5,2020-04-20 0:00,82,9,Cc
2246,67.5,2020-04-20 1:00,78,9,Cc
2247,88,2020-04-20 2:00,80,9,Cc
2248,78,2020-04-20 3:00,76,8,Sc
2249,78,2020-04-20 4:00,76,8,Sc
2250,78,2020-04-20 5:00,79,9,Sc
2251,67,2020-04-20 6:00,81,8,Sc
2252,90,2020-04-20 7:00,80,9,Sc
2253,82,2020-04-20 8:00,75,9,Sc
2254,86,2020-04-20 9:00,74,1,Sc
2255,0,2020-04-20 10:00,72,2,Sc
2256,117,2020-04-20 11:00,70,2,Sc
2257,116,2020-04-20 12:00,82,5,Sc
2258,115,2020-04-20 13:00,88,7,Sc
2259,121,2020-04-20 14:00,89,7,Sc
2260,116,2020-04-20 15:00,82,9,Sc
2261,118,2020-04-20 16:00,75,9,Sc
2262,115,2020-04-20 17:00,63,6,Sc
2263,117,2020-04-20 18:00,67,4,Sc
2264,111,2020-04-20 19:00,59,3,Cc
2265,112,2020-04-20 20:00,63,0,Cc
2266,114,2020-04-20 21:00,58,0,Ci
2267,107,2020-04-20 22:00,58,0,Cc
2268,104,2020-04-20 23:00,58,0,Cc
2269,101,2020-04-21 0:00,63,0,Cc
2270,95,2020-04-21 1:00,77,0,Cc
2271,94,2020-04-21 2:00,81,8,Cc
2272,94,2020-04-21 3:00,77,0,Ci
2273,0,2020-04-21 4:00,73,2,Sc
2274,93,2020-04-21 5:00,75,2,Sc
2275,93,2020-04-21 6:00,74,0,Ci
2276,94,2020-04-21 7:00,60,0,Ci
2277,97,2020-04-21 8:00,54,5,Sc
2278,101,2020-04-21 9:00,48,0,Cc
2279,103,2020-04-21 10:00,35,2,Sc
2280,108,2020-04-21 11:00,37,7,Sc
2281,118,2020-04-21 12:00,37,6,Sc
2282,106,2020-04-21 13:00,32,2,Sc
2283,106,2020-04-21 14:00,30,1,Sc
2284,111,2020-04-21 15:00,30,2,Sc
2285,110,2020-04-21 16:00,37,4,Sc
2286,118,2020-04-21 17:00,30,5,Sc
2287,117,2020-04-21 18:00,30,2,Sc
2288,117,2020-04-21 19:00,34,2,Cc
2289,114,2020-04-21 20:00,34,3,Cc
2290,113,2020-04-21 21:00,36,4,Sc
2291,110,2020-04-21 22:00,35,2,Cc
2292,103,2020-04-21 23:00,35,0,Cc
2293,102,2020-04-22 0:00,33,0,Cc
2294,0,2020-04-22 1:00,37,0,Cc
2295,94,2020-04-22 2:00,45,3,Sc
2296,94,2020-04-22 3:00,48,1,Sc
2297,92,2020-04-22 4:00,41,0,Cc
2298,92,2020-04-22 5:00,41,0,Cc
2299,92,2020-04-22 6:00,42,0,Cc
2300,93,2020-04-22 7:00,46,3,Sc
2301,95,2020-04-22 8:00,41,0,Cc
2302,102,2020-04-22 9:00,37,1,Sc
2303,104,2020-04-22 10:00,37,1,Sc
2304,122,2020-04-22 11:00,38,4,Sc
2305,115,2020-04-22 12:00,34,8,Sc
2306,99,2020-04-22 13:00,39,7,Sc
2307,115,2020-04-22 14:00,36,7,Sc
2308,125,2020-04-22 15:00,43,7,Sc
2309,125,2020-04-22 16:00,47,9,Sc
2310,129,2020-04-22 17:00,44,8,Sc
2311,126,2020-04-22 18:00,47,9,Sc
2312,0,2020-04-22 19:00,47,9,Sc
2313,117,2020-04-22 20:00,50,4,Cc
2314,117,2020-04-22 21:00,51,1,Sc
2315,108,2020-04-22 22:00,52,0,Cc
2316,107,2020-04-22 23:00,51,0,Cc
2317,101,2020-04-23 0:00,55,0,Cc
2318,101,2020-04-23 1:00,57,0,Cc
2319,99,2020-04-23 2:00,60,0,Cc
2320,96,2020-04-23 3:00,62,0,Cc
2321,96,2020-04-23 4:00,67,0,Cc
2322,96,2020-04-23 5:00,63,0,Cc
2323,95,2020-04-23 6:00,61,0,Cc
2324,94,2020-04-23 7:00,57,0,Cc
2325,98,2020-04-23 8:00,54,0,Ci
2326,99,2020-04-23 9:00,50,0,Cc
2327,105,2020-04-23 10:00,40,0,Cc
2328,114,2020-04-23 11:00,38,0,Cc
2329,126,2020-04-23 12:00,41,1,Sc
2330,108,2020-04-23 13:00,42,0,Cc
2331,110,2020-04-23 14:00,54,1,Sc
2332,112,2020-04-23 15:00,39,0,Cc
2333,0,2020-04-23 16:00,28,0,Cc
2334,118,2020-04-23 17:00,31,0,Cc
2335,122,2020-04-23 18:00,34,0,Cc
2336,119,2020-04-23 19:00,45,0,Cc
2337,120,2020-04-23 20:00,51,0,Cc
2338,104,2020-04-23 21:00,51,1,Sc
2339,108,2020-04-23 22:00,54,0,Cc
2340,104,2020-04-23 23:00,54,0,Cc
2341,106,2020-04-24 0:00,59,0,Cc
2342,103,2020-04-24 1:00,62,0,Cc
2343,99,2020-04-24 2:00,71,0,Cc
2344,96,2020-04-24 3:00,69,0,Cc
2345,98,2020-04-24 4:00,66,0,Cc
2346,95,2020-04-24 5:00,57,0,Cc
2347,97,2020-04-24 6:00,56,0,Ci
2348,96,2020-04-24 7:00,61,0,Cc
2349,99,2020-04-24 8:00,58,0,Ci
2350,100,2020-04-24 9:00,63,0,Ci
2351,0,2020-04-24 10:00,50,0,Ci
2352,109,2020-04-24 11:00,45,0,Cc
2353,111,2020-04-24 12:00,53,0,Cc
2354,108,2020-04-24 13:00,54,1,Sc
2355,107,2020-04-24 14:00,56,0,Cc
2356,105,2020-04-24 15:00,57,1,Sc
2357,110,2020-04-24 16:00,61,0,Cc
2358,119,2020-04-24 17:00,64,0,Ci
2359,117,2020-04-24 18:00,69,0,Ci
2360,113,2020-04-24 19:00,74,2,Cc
2361,98,2020-04-24 20:00,76,1,Cc
2362,117,2020-04-24 21:00,74,0,Cc
2363,110,2020-04-24 22:00,62,0,Cc
2364,105,2020-04-24 23:00,60,0,Cc
2365,108,2020-04-25 0:00,59,0,Cc
2366,131,2020-04-25 1:00,60,0,Cc
2367,89,2020-04-25 2:00,57,0,Cc
2368,102,2020-04-25 3:00,55,0,Cc
2369,105,2020-04-25 4:00,53,5,Ac
2370,87,2020-04-25 5:00,55,2,Ac
2371,0,2020-04-25 6:00,58,0,Cc
2372,84,2020-04-25 7:00,56,0,Cc
2373,94,2020-04-25 8:00,56,0,Cc
2374,96,2020-04-25 9:00,57,1,Sc
2375,77,2020-04-25 10:00,57,3,Sc
2376,106,2020-04-25 11:00,61,3,Sc
2377,77,2020-04-25 12:00,64,4,Sc
2378,113,2020-04-25 13:00,65,7,Sc
2379,95,2020-04-25 14:00,66,5,Sc
2380,74,2020-04-25 15:00,65,4,Sc
2381,123,2020-04-25 16:00,67,2,Sc
2382,93,2020-04-25 17:00,69,0,Ci
2383,120,2020-04-25 18:00,52,0,Ci
2384,106,2020-04-25 19:00,52,0,Cc
2385,109,2020-04-25 20:00,56,0,Cc
2386,105,2020-04-25 21:00,57,0,Cc
2387,104,2020-04-25 22:00,58,0,Cc
2388,104,2020-04-25 23:00,63,0,Cc
2389,99.5,2020-04-26 0:00,61,0,Cc
2390,98.5,2020-04-26 1:00,60,0,Cc
2391,96,2020-04-26 2:00,66,0,Cc
2392,0,2020-04-26 3:00,64,0,Cc
2393,95,2020-04-26 4:00,69,0,Cc
2394,95,2020-04-26 5:00,64,0,Cc
2395,92,2020-04-26 6:00,64,0,Cc
2396,92,2020-04-26 7:00,57,0,Cc
2397,89,2020-04-26 8:00,46,0,Ci
2398,91,2020-04-26 9:00,38,0,Cc
2399,79,2020-04-26 10:00,27,0,Cc
2400,87,2020-04-26 11:00,27,0,Cc
2401,83,2020-04-26 12:00,23,0,Cc
2402,86,2020-04-26 13:00,25,0,Cc
2403,84,2020-04-26 14:00,33,1,Sc
2404,91,2020-04-26 15:00,31,1,Sc
2405,98,2020-04-26 16:00,24,0,Cc
2406,107,2020-04-26 17:00,27,0,Ci
2407,101.5,2020-04-26 18:00,24,0,Ci
2408,105.5,2020-04-26 19:00,39,0,Cc
2409,103,2020-04-26 20:00,44,0,Cc
2410,104,2020-04-26 21:00,50,0,Ci
2411,105,2020-04-26 22:00,57,1,Cc
2412,101,2020-04-26 23:00,62,0,Cc
2413,0,2020-04-27 0:00,60,0,Cc
2414,99,2020-04-27 1:00,74,7,Cc
2415,100,2020-04-27 2:00,83,0,Cc
2416,96,2020-04-27 3:00,80,8,Ac
2417,95,2020-04-27 4:00,82,6,Ac
2418,91,2020-04-27 5:00,83,3,Ac
2419,89,2020-04-27 6:00,83,0,Cc
2420,94,2020-04-27 7:00,82,0,Cc
2421,87,2020-04-27 8:00,73,0,Cc
2422,79,2020-04-27 9:00,57,0,Ci
2423,97,2020-04-27 10:00,56,0,Cc
2424,125,2020-04-27 11:00,56,1,Sc
2425,122,2020-04-27 12:00,51,3,Sc
2426,83,2020-04-27 13:00,51,2,Sc
2427,125,2020-04-27 14:00,47,4,Sc
2428,124,2020-04-27 15:00,43,3,Sc
2429,101,2020-04-27 16:00,40,2,Sc
2430,121,2020-04-27 17:00,38,2,Sc
2431,120,2020-04-27 18:00,40,3,Ac
2432,110,2020-04-27 19:00,52,6,Cc
2433,122,2020-04-27 20:00,37,1,Cc
2434,0,2020-04-27 21:00,42,0,Cc
2435,110,2020-04-27 22:00,47,0,Cc
2436,115,2020-04-27 23:00,55,0,Cc
2437,97.67,2020-04-28 0:00,57,0,Cc
2438,101.33,2020-04-28 1:00,54,0,Cc
2439,72,2020-04-28 2:00,46,0,Cc
2440,120,2020-04-28 3:00,48,0,Cc
2441,70,2020-04-28 4:00,60,0,Cc
2442,114,2020-04-28 5:00,71,0,Cc
2443,88,2020-04-28 6:00,75,0,Cc
2444,91,2020-04-28 7:00,67,0,Cc
2445,94,2020-04-28 8:00,53,0,Cc
2446,92,2020-04-28 9:00,46,0,Cc
2447,96,2020-04-28 10:00,43,0,Cc
2448,102,2020-04-28 11:00,45,0,Cc
2449,109,2020-04-28 12:00,42,0,Cc
2450,107,2020-04-28 13:00,47,0,Cc
2451,107,2020-04-28 14:00,47,0,Cc
2452,0,2020-04-28 15:00,58,0,Cc
2453,112,2020-04-28 16:00,62,0,Cc
2454,118,2020-04-28 17:00,65,0,Cc
2455,114,2020-04-28 18:00,74,0,Cc
2456,116,2020-04-28 19:00,81,0,Cc
2457,117,2020-04-28 20:00,78,0,Cc
2458,116,2020-04-28 21:00,80,0,Cc
2459,113,2020-04-28 22:00,84,0,Cc
2460,92,2020-04-28 23:00,85,0,Cc
2461,103,2020-04-29 0:00,84,0,Cc
2462,99,2020-04-29 1:00,85,0,Cc
2463,98,2020-04-29 2:00,87,0,Cc
2464,97,2020-04-29 3:00,88,0,Cc
2465,95,2020-04-29 4:00,88,0,Cc
2466,91,2020-04-29 5:00,88,0,Cc
2467,94,2020-04-29 6:00,85,0,Ci
2468,92,2020-04-29 7:00,74,0,Cc
2469,92,2020-04-29 8:00,65,0,Cc
2470,94,2020-04-29 9:00,53,0,Cc
2471,99,2020-04-29 10:00,44,0,Cc
2472,104,2020-04-29 11:00,40,0,Cc
2473,0,2020-04-29 12:00,38,0,Cc
2474,109,2020-04-29 13:00,36,1,Sc
2475,110,2020-04-29 14:00,32,1,Sc
2476,113,2020-04-29 15:00,32,0,Ci
2477,114,2020-04-29 16:00,34,0,Ci
2478,120,2020-04-29 17:00,37,0,Cc
2479,125,2020-04-29 18:00,41,0,Cc
2480,114,2020-04-29 19:00,47,0,Cc
2481,119,2020-04-29 20:00,40,0,Cc
2482,117,2020-04-29 21:00,39,0,Cc
2483,91,2020-04-29 22:00,36,0,Cc
2484,105,2020-04-29 23:00,41,0,Cc
2485,117,2020-04-30 0:00,42,0,Cc
2486,82,2020-04-30 1:00,41,0,Cc
2487,108,2020-04-30 2:00,39,0,Cc
2488,92,2020-04-30 3:00,44,0,Cc
2489,103,2020-04-30 4:00,48,0,Cc
2490,83,2020-04-30 5:00,50,0,Cc
2491,99,2020-04-30 6:00,51,5,Sc
2492,83,2020-04-30 7:00,49,3,Sc
2493,92,2020-04-30 8:00,47,8,Sc
2494,0,2020-04-30 9:00,46,2,Sc
2495,95,2020-04-30 10:00,46,4,Sc
2496,83,2020-04-30 11:00,46,6,Sc
2497,83,2020-04-30 12:00,46,0,Cc
2498,64,2020-04-30 13:00,48,0,Cc
2499,113,2020-04-30 14:00,58,0,Ci
2500,67,2020-04-30 15:00,63,0,Ci
2501,116,2020-04-30 16:00,68,2,Sc
2502,71,2020-04-30 17:00,75,0,Ci
2503,121,2020-04-30 18:00,81,1,Sc
2504,98,2020-04-30 19:00,84,0,Cc
2505,102,2020-04-30 20:00,86,9,Cc
2506,104,2020-04-30 21:00,84,9,Sc
2507,100,2020-04-30 22:00,86,8,Cc
2508,98,2020-04-30 23:00,87,9,Cc
2509,96.5,2020-05-01 0:00,90,9,Sc
2510,95.5,2020-05-01 1:00,88,8,Cc
2511,92,2020-05-01 2:00,85,9,Cc
2512,92,2020-05-01 3:00,83,9,Sc
2513,92,2020-05-01 4:00,86,9,Sc
2514,90,2020-05-01 5:00,88,9,Sc
2515,0,2020-05-01 6:00,87,9,Sc
2516,90,2020-05-01 7:00,86,9,Sc
2517,91,2020-05-01 8:00,83,9,Sc
2518,94,2020-05-01 9:00,81,9,Sc
2519,93,2020-05-01 10:00,77,9,Sc
2520,114,2020-05-01 11:00,76,9,Sc
2521,88,2020-05-01 12:00,66,8,Sc
2522,98,2020-05-01 13:00,64,0,Cc
2523,104,2020-05-01 14:00,64,0,Cc
2524,104,2020-05-01 15:00,68,0,Cc
2525,104,2020-05-01 16:00,69,0,Cc
2526,109,2020-05-01 17:00,73,4,Sc
2527,108,2020-05-01 18:00,84,9,Sc
2528,105,2020-05-01 19:00,88,9,Cc
2529,106,2020-05-01 20:00,91,8,Cc
2530,105,2020-05-01 21:00,93,10,Cc
2531,100,2020-05-01 22:00,94,10,Cc
2532,96,2020-05-01 23:00,95,10,St
2533,0,2020-05-02 0:00,95,10,St
2534,91,2020-05-02 1:00,94,8,Cc
2535,91,2020-05-02 2:00,93,8,Cc
2536,91,2020-05-02 3:00,93,10,St
2537,90,2020-05-02 4:00,93,10,St
2538,91,2020-05-02 5:00,93,10,St
2539,88,2020-05-02 6:00,94,10,St
2540,87,2020-05-02 7:00,95,10,St
2541,88,2020-05-02 8:00,95,10,St
2542,89,2020-05-02 9:00,95,10,St
2543,78,2020-05-02 10:00,93,10,St
2544,88,2020-05-02 11:00,87,10,St
2545,88,2020-05-02 12:00,73,9,Sc
2546,104,2020-05-02 13:00,76,9,Sc
2547,79,2020-05-02 14:00,79,9,Sc
2548,94,2020-05-02 15:00,81,9,Sc
2549,119,2020-05-02 16:00,81,9,Sc
2550,85,2020-05-02 17:00,73,3,Sc
2551,93,2020-05-02 18:00,79,4,Sc
2552,105,2020-05-02 19:00,82,6,Cc
2553,0,2020-05-02 20:00,88,4,Cc
2554,105,2020-05-02 21:00,88,4,Sc
2555,96,2020-05-02 22:00,86,5,Cc
2556,92,2020-05-02 23:00,83,5,Sc
2557,69,2020-05-03 0:00,87,10,Cc
2558,114,2020-05-03 1:00,88,9,Cc
2559,66,2020-05-03 2:00,89,10,As
2560,109,2020-05-03 3:00,91,7,Ac
2561,103,2020-05-03 4:00,91,0,Ci
2562,71,2020-05-03 5:00,90,9,Sc
2563,79,2020-05-03 6:00,89,8,Sc
2564,116,2020-05-03 7:00,88,8,Sc
2565,84.43,2020-05-03 8:00,88,8,Sc
2566,86.57,2020-05-03 9:00,75,8,Sc
2567,86.57,2020-05-03 10:00,63,9,Sc
2568,75.57,2020-05-03 11:00,63,9,Sc
2569,85.57,2020-05-03 12:00,56,8,Sc
2570,80.29,2020-05-03 13:00,49,6,Sc
2571,72,2020-05-03 14:00,50,5,Sc
2572,70,2020-05-03 15:00,60,6,Sc
2573,74,2020-05-03 16:00,59,5,Sc
2574,0,2020-05-03 17:00,58,4,Sc
2575,104.6,2020-05-03 18:00,67,5,Sc
2576,174.32,2020-05-03 19:00,70,1,Cc
2577,85,2020-05-03 20:00,74,0,Cc
2578,95,2020-05-03 21:00,75,0,Cc
2579,90,2020-05-03 22:00,81,0,Cc
2580,87,2020-05-03 23:00,80,0,Cc
2581,81,2020-05-04 0:00,82,9,Cc
2582,82,2020-05-04 1:00,82,9,Cc
2583,84,2020-05-04 2:00,82,9,Cc
2584,94.33,2020-05-04 3:00,84,9,Sc
2585,75.67,2020-05-04 4:00,83,9,Sc
2586,85,2020-05-04 5:00,85,9,Sc
2587,83,2020-05-04 6:00,87,0,Cc
2588,90,2020-05-04 7:00,84,0,Cc
2589,89,2020-05-04 8:00,77,0,Ci
2590,106,2020-05-04 9:00,71,0,Ci
2591,79,2020-05-04 10:00,70,0,Ci
2592,97,2020-05-04 11:00,70,8,Ac
2593,98,2020-05-04 12:00,61,2,Ac
2594,99,2020-05-04 13:00,61,0,Ci
2595,0,2020-05-04 14:00,64,2,Ac
2596,99,2020-05-04 15:00,61,3,Ac
2597,100,2020-05-04 16:00,61,0,Cc
2598,107,2020-05-04 17:00,66,0,Ci
2599,109,2020-05-04 18:00,75,6,Ac
2600,103,2020-05-04 19:00,74,5,Cc
2601,108,2020-05-04 20:00,84,0,Cc
2602,104,2020-05-04 21:00,84,0,Ci
2603,101,2020-05-04 22:00,86,0,Cc
2604,96,2020-05-04 23:00,85,5,Cc
2605,95,2020-05-05 0:00,85,0,Cc
2606,74,2020-05-05 1:00,85,0,Cc
2607,90,2020-05-05 2:00,85,5,Cc
2608,101,2020-05-05 3:00,83,0,Ci
2609,94,2020-05-05 4:00,84,0,Ci
2610,85,2020-05-05 5:00,83,0,Ci
2611,86,2020-05-05 6:00,80,0,Ci
2612,77,2020-05-05 7:00,79,4,Ac
2613,85,2020-05-05 8:00,82,4,Sc
2614,92,2020-05-05 9:00,79,5,Sc
2615,87,2020-05-05 10:00,76,3,Sc
2616,0,2020-05-05 11:00,74,3,Sc
2617,98,2020-05-05 12:00,77,4,Sc
2618,93,2020-05-05 13:00,73,5,Sc
2619,105,2020-05-05 14:00,74,10,As
2620,73,2020-05-05 15:00,76,9,As
2621,94,2020-05-05 16:00,60,2,Ac
2622,93,2020-05-05 17:00,54,2,Ac
2623,96,2020-05-05 18:00,56,0,Cc
2624,98,2020-05-05 19:00,64,0,Cc
2625,111,2020-05-05 20:00,77,0,Cc
2626,107,2020-05-05 21:00,78,0,Cc
2627,94,2020-05-05 22:00,80,0,Cc
2628,97,2020-05-05 23:00,85,0,Cc
2629,93,2020-05-06 0:00,87,0,Cc
2630,91,2020-05-06 1:00,88,0,Cc
2631,88,2020-05-06 2:00,85,0,Cc
2632,86,2020-05-06 3:00,86,0,Cc
2633,86,2020-05-06 4:00,87,0,Cc
2634,0,2020-05-06 5:00,83,0,Cc
2635,80,2020-05-06 6:00,81,0,Cc
2636,83,2020-05-06 7:00,79,0,Cc
2637,86,2020-05-06 8:00,73,0,Cc
2638,87,2020-05-06 9:00,63,0,Cc
2639,93,2020-05-06 10:00,55,0,Cc
2640,97,2020-05-06 11:00,49,0,Ci
2641,100,2020-05-06 12:00,41,0,Ci
2642,95,2020-05-06 13:00,42,0,Cc
2643,89,2020-05-06 14:00,36,0,Cc
2644,99,2020-05-06 15:00,36,0,Cc
2645,98,2020-05-06 16:00,40,0,Cc
2646,104,2020-05-06 17:00,33,0,Cc
2647,108,2020-05-06 18:00,33,0,Cc
2648,107,2020-05-06 19:00,47,0,Cc
2649,108,2020-05-06 20:00,50,0,Cc
2650,102,2020-05-06 21:00,45,0,Ci
2651,101,2020-05-06 22:00,50,0,Cc
2652,0,2020-05-06 23:00,44,0,Cc
2653,90,2020-05-07 0:00,49,0,Cs
2654,90,2020-05-07 1:00,52,0,Cc
2655,86,2020-05-07 2:00,52,0,Cc
2656,85,2020-05-07 3:00,48,0,Ci
2657,85,2020-05-07 4:00,47,0,Ci
2658,84,2020-05-07 5:00,46,0,Ci
2659,88,2020-05-07 6:00,47,0,Ci
2660,85,2020-05-07 7:00,40,0,Ci
2661,86,2020-05-07 8:00,32,0,Ci
2662,88,2020-05-07 9:00,24,0,Ci
2663,93,2020-05-07 10:00,20,0,Ci
2664,96,2020-05-07 11:00,20,0,Ci
2665,83,2020-05-07 12:00,17,0,Ci
2666,115,2020-05-07 13:00,18,0,Ci
2667,85,2020-05-07 14:00,24,0,Ci
2668,129,2020-05-07 15:00,24,0,Ci
2669,84,2020-05-07 16:00,32,0,Cs
2670,120,2020-05-07 17:00,27,0,Cs
2671,119,2020-05-07 18:00,29,3,Ac
2672,110,2020-05-07 19:00,32,9,Cc
2673,0,2020-05-07 20:00,37,9,Cc
2674,104,2020-05-07 21:00,41,6,Ac
2675,98,2020-05-07 22:00,42,7,Cc
2676,103,2020-05-07 23:00,40,9,Cc
2677,71,2020-05-08 0:00,34,4,Ac
2678,110,2020-05-08 1:00,37,10,Cc
2679,91,2020-05-08 2:00,32,9,Cc
2680,99,2020-05-08 3:00,29,9,Ac
2681,87,2020-05-08 4:00,31,8,Ac
2682,66,2020-05-08 5:00,29,5,Ac
2683,87,2020-05-08 6:00,21,8,Ac
2684,89,2020-05-08 7:00,19,8,Ac
2685,87,2020-05-08 8:00,17,3,Ac
2686,109,2020-05-08 9:00,17,0,Ci
2687,92,2020-05-08 10:00,14,0,Ci
2688,90,2020-05-08 11:00,12,0,Ci
2689,101,2020-05-08 12:00,18,0,Ci
2690,97,2020-05-08 13:00,18,0,Ci
2691,0,2020-05-08 14:00,26,0,Ci
2692,103,2020-05-08 15:00,26,0,Ci
2693,106,2020-05-08 16:00,28,4,Ac
2694,111,2020-05-08 17:00,35,10,As
2695,112,2020-05-08 18:00,37,10,As
2696,110,2020-05-08 19:00,57,10,As
2697,105,2020-05-08 20:00,52,7,St
2698,103,2020-05-08 21:00,65,8,St
2699,98,2020-05-08 22:00,74,7,St
2700,95,2020-05-08 23:00,76,8,St
2701,84,2020-05-09 0:00,83,5,St
2702,97,2020-05-09 1:00,82,7,St
2703,90,2020-05-09 2:00,82,8,St
2704,80,2020-05-09 3:00,89,7,St
2705,80,2020-05-09 4:00,92,7,St
2706,85,2020-05-09 5:00,94,7,St
2707,84,2020-05-09 6:00,95,7,St
2708,85,2020-05-09 7:00,95,7,St
2709,84,2020-05-09 8:00,95,8,St
2710,77,2020-05-09 9:00,96,8,St
2711,91,2020-05-09 10:00,96,8,St
2712,0,2020-05-09 11:00,96,8,St
2713,84,2020-05-09 12:00,96,8,St
2714,89,2020-05-09 13:00,96,8,St
2715,90,2020-05-09 14:00,95,8,St
2716,90,2020-05-09 15:00,93,8,St
2717,91,2020-05-09 16:00,96,8,St
2718,94,2020-05-09 17:00,96,7,Sc
2719,95,2020-05-09 18:00,96,10,St
2720,96,2020-05-09 19:00,97,10,St
2721,91,2020-05-09 20:00,96,10,St
2722,89,2020-05-09 21:00,97,10,St
2723,85,2020-05-09 22:00,97,10,St
2724,86,2020-05-09 23:00,97,10,St
2725,97,2020-05-10 0:00,97,10,Cc
2726,61,2020-05-10 1:00,97,10,St
2727,84,2020-05-10 2:00,97,10,St
2728,81,2020-05-10 3:00,97,10,St
2729,26.49,2020-05-10 4:00,97,10,St
2730,0,2020-05-10 5:00,97,10,St
2731,11.49,2020-05-10 6:00,97,10,St
2732,8.49,2020-05-10 7:00,97,10,St
2733,9.49,2020-05-10 8:00,97,10,St
2734,8.49,2020-05-10 9:00,97,10,St
2735,9.49,2020-05-10 10:00,97,10,St
2736,14.49,2020-05-10 11:00,96,10,St
2737,11.49,2020-05-10 12:00,91,10,St
2738,12.49,2020-05-10 13:00,86,10,St
2739,11.49,2020-05-10 14:00,88,10,St
2740,13.49,2020-05-10 15:00,84,10,St
2741,11.49,2020-05-10 16:00,85,10,St
2742,10.49,2020-05-10 17:00,78,8,Sc
2743,12.49,2020-05-10 18:00,80,8,Sc
2744,94,2020-05-10 21:00,94,9,Cc
2745,91,2020-05-10 22:00,94,2,Cc
